CO_CURSO|NO_CURSO
118336|SISTEMAS DE INFORMAÇÃO
120830|ENFERMAGEM
122354|CIÊNCIAS BIOLÓGICAS
122356|FÍSICA
122358|MATEMÁTICA
122360|QUÍMICA
300684|CIÊNCIAS BIOLÓGICAS
300687|EDUCAÇÃO FÍSICA
300694|FÍSICA
300696|MATEMÁTICA
300700|QUÍMICA
339024|HISTÓRIA
343869|GEOGRAFIA
355094|DANÇA
417492|CIÊNCIAS SOCIAIS
1068548|MEDICINA
1109544|ENGENHARIA DE ALIMENTOS
1111410|CIÊNCIAS CONTÁBEIS
1112659|ENGENHARIA DE PRODUÇÃO
1112821|NUTRIÇÃO
1113139|AGRONOMIA
1114569|EDUCAÇÃO FÍSICA
1118495|ENGENHARIA CIVIL
1126514|ADMINISTRAÇÃO
1134829|QUÍMICA
1135277|CIÊNCIAS BIOLÓGICAS
1161839|CIÊNCIA DA COMPUTAÇÃO
1190583|LETRAS - PORTUGUÊS E ESPANHOL
1285225|EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA
1376265|SERVIÇO SOCIAL
5000598|ABI - CIÊNCIAS BIOLÓGICAS
5000600|ABI - FÍSICA
5000601|ABI - QUÍMICA
5000602|ABI - CIÊNCIAS SOCIAIS
5000603|ABI - DANÇA
5000604|ABI - GEOGRAFIA
5000605|ABI - HISTÓRIA
5000606|ABI - LETRAS
5000694|ABI - MATEMÁTICA
750|ARQUITETURA E URBANISMO
751|AGRONOMIA
754|EDUCAÇÃO FÍSICA
755|BIBLIOTECONOMIA
758|MEDICINA
759|FISIOTERAPIA
760|ODONTOLOGIA
761|FARMÁCIA
762|SERVIÇO SOCIAL
763|ENFERMAGEM
764|DIREITO
765|CIÊNCIAS ECONÔMICAS
766|ADMINISTRAÇÃO
767|CIÊNCIAS CONTÁBEIS
768|MATEMÁTICA
769|QUÍMICA
770|FÍSICA
771|GEOGRAFIA
772|CIÊNCIAS BIOLÓGICAS
773|PSICOLOGIA
774|CIÊNCIAS SOCIAIS
775|HISTÓRIA
777|MEDICINA VETERINÁRIA
778|CIÊNCIA DA COMPUTAÇÃO
779|FILOSOFIA
780|MÚSICA
781|SECRETARIADO EXECUTIVO
19380|ARQUIVOLOGIA
19381|ARTES CÊNICAS
22083|BIOMEDICINA
24533|PSICOLOGIA
40980|JORNALISMO
40983|RELAÇÕES PÚBLICAS
42359|MATEMÁTICA
42539|FÍSICA
42559|ENGENHARIA CIVIL
42566|ENGENHARIA ELÉTRICA
42574|QUÍMICA
56129|ZOOTECNIA
92115|DESIGN GRÁFICO
92117|DESIGN DE MODA
92157|EDUCAÇÃO FÍSICA
92260|PEDAGOGIA
103316|LETRAS
103367|LETRAS - ESTUDOS LITERÁRIOS
103380|LETRAS - PORTUGUÊS
103393|LETRAS - INGLÊS
103397|LETRAS - ESPANHOL
106926|ESPORTE
300771|GEOGRAFIA
300772|CIÊNCIAS BIOLÓGICAS
300774|CIÊNCIAS SOCIAIS
1146835|LETRAS - FRANCÊS
1146843|ARTES VISUAIS
1292703|MATEMÁTICA EMPRESARIAL
1343863|COMPUTAÇÃO
5001311|ABI - GEOGRAFIA
5001313|ABI - CIÊNCIAS BIOLÓGICAS
849|FILOSOFIA
850|PEDAGOGIA
855|EDUCAÇÃO FÍSICA
857|DIREITO
859|SERVIÇO SOCIAL
860|MATEMÁTICA
861|CIÊNCIAS BIOLÓGICAS
863|ENGENHARIA CIVIL
864|ARQUITETURA E URBANISMO
865|CIÊNCIA DA COMPUTAÇÃO
866|PSICOLOGIA
867|ENFERMAGEM
868|MEDICINA
869|ODONTOLOGIA
870|FISIOTERAPIA
872|ENGENHARIA DA COMPUTAÇÃO
877|ADMINISTRAÇÃO
881|ENGENHARIA ELÉTRICA
882|CIÊNCIAS CONTÁBEIS
884|ENGENHARIA MECÂNICA
885|ENGENHARIA QUÍMICA
886|AGRONOMIA
888|MEDICINA VETERINÁRIA
18686|SISTEMA DE INFORMAÇÃO
19312|ADMINISTRAÇÃO
19402|ENGENHARIA MECATRÔNICA
21596|ADMINISTRAÇÃO
21597|CIÊNCIAS CONTÁBEIS
24980|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
27102|RELAÇÕES PÚBLICAS
28951|JORNALISMO
38376|TURISMO
38397|DESENHO INDUSTRIAL - PROGRAMAÇÃO VISUAL
38398|DESENHO INDUSTRIAL - PROJETO DO PRODUTO
38409|NUTRIÇÃO
38413|LETRAS - PORTUGUÊS E INGLÊS
38415|LETRAS - PORTUGUÊS E ESPANHOL
38417|LETRAS - PORTUGUÊS
47028|DIREITO
49540|DIREITO
49548|ADMINISTRAÇÃO
50022|ENGENHARIA AMBIENTAL
50077|TEOLOGIA
50158|CIÊNCIAS ECONÔMICAS
57944|EDUCAÇÃO FÍSICA
57948|ENGENHARIA DE ALIMENTOS
60114|ADMINISTRAÇÃO
60123|MEDICINA VETERINÁRIA
60128|CIÊNCIAS BIOLÓGICAS
61337|ENGENHARIA DE PRODUÇÃO
61826|FARMÁCIA
65171|CIÊNCIAS BIOLÓGICAS
80608|ENFERMAGEM
80610|AGRONOMIA
80612|TEOLOGIA
90214|ENGENHARIA DE PRODUÇÃO
90218|CIÊNCIAS CONTÁBEIS
92129|FILOSOFIA
100097|PSICOLOGIA
100721|ENGENHARIA DE PRODUÇÃO
109764|GASTRONOMIA
109776|HISTÓRIA
109780|QUÍMICA
109782|FÍSICA
109788|ENGENHARIA FLORESTAL
109790|BIOTECNOLOGIA
118476|MARKETING
118904|DESENHO INDUSTRIAL - DESIGN DIGITAL
118912|FARMÁCIA
118914|SISTEMAS PARA INTERNET
1059179|MEDICINA
1082313|PSICOLOGIA
1083087|DIREITO
1114874|TEATRO
1114875|MÚSICA
1114876|CIÊNCIAS CONTÁBEIS
1114877|ENGENHARIA AMBIENTAL
1114878|GESTÃO FINANCEIRA
1114886|GESTÃO DA QUALIDADE
1114888|LOGÍSTICA
1114889|ENGENHARIA ELETRÔNICA
1114891|JOGOS DIGITAIS
1118280|DESENHO INDUSTRIAL - DESIGN DE MODA
1264805|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1264879|DESIGN DE MODA
1264881|DESIGN DIGITAL
1264883|DESIGN GRÁFICO
1264885|DESIGN DE PRODUTO
1264887|CIÊNCIAS SOCIAIS
1268238|AGRONOMIA
1268240|ENGENHARIA FLORESTAL
1268241|MEDICINA VETERINÁRIA
1330952|PSICOLOGIA
1397977|FILOSOFIA
1419969|DESIGN
1427316|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1427317|GESTÃO DE RECURSOS HUMANOS
1427318|GESTÃO FINANCEIRA
1427319|LOGÍSTICA
1427320|GESTÃO HOSPITALAR
1427321|PROCESSOS GERENCIAIS
1427323|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1427325|GESTÃO COMERCIAL
1427332|ENGENHARIA BIOMÉDICA
1427333|SEGURANÇA DA INFORMAÇÃO
1428434|ENGENHARIA DE MATERIAIS E NANOTECNOLOGIA
1428435|GESTÃO DE MARKETING EM MÍDIAS DIGITAIS
1428437|BIG DATA E INTELIGÊNCIA ANALÍTICA
1429217|ENGENHARIA DE SOFTWARE
1445588|INTERDISCIPLINAR EM CIÊNCIAS E HUMANIDADES - BI/LI
1453015|ADMINISTRAÇÃO
1453016|CIÊNCIAS CONTÁBEIS
1483448|LETRAS - PORTUGUÊS E INGLÊS
1483449|PEDAGOGIA
1485027|INTERDISCIPLINAR EM NEGÓCIOS
950|FILOSOFIA
952|PSICOLOGIA
953|FONOAUDIOLOGIA
954|PEDAGOGIA
955|HISTÓRIA
957|SERVIÇO SOCIAL
958|CIÊNCIAS ECONÔMICAS
959|CIÊNCIAS CONTÁBEIS
960|ADMINISTRAÇÃO
963|DIREITO
964|ENGENHARIA CIVIL
965|MATEMÁTICA
966|FÍSICA
968|CIÊNCIA DA COMPUTAÇÃO
970|ENGENHARIA QUÍMICA
971|QUÍMICA
972|CIÊNCIAS BIOLÓGICAS
29331|LETRAS - PORTUGUÊS E INGLÊS
51164|ENGENHARIA AMBIENTAL
51174|LETRAS - PORTUGUÊS E ESPANHOL
52551|TEOLOGIA
52971|ARQUITETURA E URBANISMO
52977|FISIOTERAPIA
87000|JORNALISMO
87002|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
300950|FILOSOFIA
1108674|FOTOGRAFIA
1108686|JOGOS DIGITAIS
1174681|CIÊNCIAS BIOLÓGICAS
1200712|MEDICINA
1304608|ENFERMAGEM
1358817|ENGENHARIA DE PRODUÇÃO
1465866|CIÊNCIA POLÍTICA
1026|MEDICINA
1027|CIÊNCIAS ECONÔMICAS
1028|ADMINISTRAÇÃO
1029|OCEANOLOGIA
1033|GEOGRAFIA
1034|HISTÓRIA
1035|MATEMÁTICA
1036|LETRAS - LÍNGUA PORTUGUESA
1037|LETRAS - PORTUGUÊS E FRANCÊS
1038|ENGENHARIA CIVIL
1039|ENGENHARIA MECÂNICA
1040|ENGENHARIA QUÍMICA
1041|CIÊNCIAS CONTÁBEIS
1042|BIBLIOTECONOMIA
1043|ENFERMAGEM
1044|ARTES VISUAIS
1045|ENGENHARIA DE ALIMENTOS
1046|LETRAS - PORTUGUÊS E INGLÊS
1051|ENGENHARIA DE COMPUTAÇÃO
1052|LETRAS - PORTUGUÊS E ESPANHOL
18390|FÍSICA
18889|QUÍMICA
20942|DIREITO
20943|GEOGRAFIA
20944|HISTÓRIA
21855|ENGENHARIA CIVIL EMPRESARIAL
21856|ENGENHARIA MECÂNICA EMPRESARIAL
21857|CIÊNCIAS CONTÁBEIS
74364|CIÊNCIAS BIOLÓGICAS
74366|CIÊNCIAS BIOLÓGICAS
99501|EDUCAÇÃO FÍSICA
99665|PSICOLOGIA
108086|PEDAGOGIA
111450|PEDAGOGIA
112624|ARQUIVOLOGIA
112626|ARQUEOLOGIA
112628|MATEMÁTICA APLICADA
115992|ENGENHARIA AGROINDUSTRIAL INDÚSTRIAS ALIMENTÍCIAS
116030|ENGENHARIA AGROINDUSTRIAL AGROQUÍMICA
116032|ENGENHARIA DE AUTOMAÇÃO
116034|TOXICOLOGIA AMBIENTAL
116066|SISTEMAS DE INFORMAÇÃO
318390|FÍSICA
1103531|QUÍMICA
1103532|GESTÃO AMBIENTAL
1103533|GESTÃO AMBIENTAL
1103535|ENGENHARIA BIOQUÍMICA
1103537|ENGENHARIA CIVIL COSTEIRA E PORTUÁRIA
1103539|ENGENHARIA MECÂNICA NAVAL
1112986|TURISMO
1157106|ARTES VISUAIS
1265572|CIÊNCIAS
1270330|AGROECOLOGIA
1270331|EDUCAÇÃO DO CAMPO
1270334|HOTELARIA
1270338|EVENTOS
1270369|CIÊNCIAS EXATAS
1298923|CONSTRUÇÃO DE EDIFÍCIOS
1304826|COMÉRCIO EXTERIOR
1304865|RELAÇÕES INTERNACIONAIS
1330056|HISTÓRIA
1331057|GESTÃO DE COOPERATIVAS
1458140|ADMINISTRAÇÃO
1458141|ENGENHARIA DE PRODUÇÃO
1095|HISTÓRIA
1098|SERVIÇO SOCIAL
1101|DIREITO
1103|CIÊNCIAS CONTÁBEIS
1104|CIÊNCIAS ECONÔMICAS
1105|HOTELARIA
1107|MEDICINA
1109|CIÊNCIAS BIOLÓGICAS
1110|CIÊNCIA DA COMPUTAÇÃO
1112|MATEMÁTICA
1113|DIREITO
1114|AUTOMAÇÃO INDUSTRIAL
1121|CIÊNCIAS CONTÁBEIS
1124|DIREITO
1130|TURISMO
1140|ARQUITETURA E URBANISMO
18043|POLÍMEROS
18046|CIÊNCIAS CONTÁBEIS
18047|CIÊNCIAS CONTÁBEIS
18048|DIREITO
20288|QUÍMICA
22642|ENGENHARIA MECÂNICA
24299|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
25674|LETRAS - LÍNGUA PORTUGUESA
25881|LETRAS - ESPANHOL
26065|ENGENHARIA QUÍMICA
29730|LETRAS - INGLÊS
29733|PSICOLOGIA
31041|ADMINISTRAÇÃO
32252|ADMINISTRAÇÃO
33257|RELAÇÕES PÚBLICAS
34653|JORNALISMO
34655|ADMINISTRAÇÃO
40404|ENGENHARIA AMBIENTAL
40405|ENGENHARIA DE PRODUÇÃO
40435|ADMINISTRAÇÃO
40604|ADMINISTRAÇÃO
40943|ADMINISTRAÇÃO
41669|GESTÃO DE MICRO E PEQUENAS EMPRESAS
42118|TURISMO
42313|ADMINISTRAÇÃO
42362|DIREITO
43080|PEDAGOGIA
45693|ENFERMAGEM
45735|FILOSOFIA
50164|DESIGN DE PRODUTO
50298|SISTEMAS DE INFORMAÇÃO
50302|FISIOTERAPIA
50304|ENGENHARIA DE ALIMENTOS
57446|ENGENHARIA DE PRODUÇÃO
57502|GEOGRAFIA
57504|SISTEMAS DE INFORMAÇÃO
57508|COMPUTAÇÃO
57706|ENGENHARIA ELÉTRICA
57714|ENGENHARIA DE MATERIAIS
64877|SISTEMAS DE INFORMAÇÃO
66129|EDUCAÇÃO FÍSICA
66131|EDUCAÇÃO FÍSICA
68172|FILOSOFIA
68237|ADMINISTRAÇÃO
68243|DIREITO
68245|CIÊNCIAS CONTÁBEIS
70604|FARMÁCIA
71413|PEDAGOGIA
72777|NUTRIÇÃO
72827|GESTÃO DE PESSOAS
72828|GESTÃO IMOBILIÁRIA
75926|TECNOLOGIAS DIGITAIS
75934|EDUCAÇÃO FÍSICA
88562|AGRONOMIA
88564|AGRONOMIA
89134|ENGENHARIA MECÂNICA
89234|GESTÃO DE MARKETING EMPRESARIAL
89238|CIÊNCIAS BIOLÓGICAS
98110|DESIGN GRÁFICO
98118|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
98128|DIREITO
98130|EDUCAÇÃO FÍSICA
98307|PEDAGOGIA
98308|PEDAGOGIA
98309|PEDAGOGIA
103006|CUSTOS E CONTABILIDADE GERENCIAL
106759|LETRAS - LÍNGUA PORTUGUESA
106910|COMÉRCIO INTERNACIONAL
106912|COMÉRCIO INTERNACIONAL
106914|CIÊNCIAS CONTÁBEIS
112356|ARTES VISUAIS
119830|GESTÃO EM SUPERMERCADOS
121110|DESIGN DE MODA
122821|DIREITO
123242|PROGRAMA ESPECIAL DE FORMAÇÃO PEDAGÓGICA
301109|CIÊNCIAS BIOLÓGICAS
1105328|MÚSICA
1105330|ENGENHARIA CIVIL
1105331|DESIGN
1105571|SECRETARIADO
1105777|ENFERMAGEM
1107981|DESIGN
1115906|GESTÃO DE RECURSOS HUMANOS
1115907|PROCESSOS GERENCIAIS
1115909|SOCIOLOGIA
1115910|ENGENHARIA ELETRÔNICA
1115914|ELETRÔNICA INDUSTRIAL
1116795|FOTOGRAFIA
1116797|GESTÃO FINANCEIRA
1116798|GESTÃO COMERCIAL
1117530|MARKETING
1120574|PROCESSOS GERENCIAIS
1120575|GESTÃO COMERCIAL
1120580|LOGÍSTICA
1120581|GESTÃO FINANCEIRA
1127016|NEGÓCIOS IMOBILIÁRIOS
1127023|EVENTOS
1127024|GEOGRAFIA
1127100|CIÊNCIAS CONTÁBEIS
1127914|AUTOMAÇÃO INDUSTRIAL
1129532|PROCESSOS GERENCIAIS
1129533|GESTÃO DE RECURSOS HUMANOS
1129806|QUÍMICA
1133074|GESTÃO DE RECURSOS HUMANOS
1133075|MARKETING
1133749|ARTES VISUAIS
1153962|GESTÃO DA QUALIDADE
1168445|TURISMO
1168449|RADIOLOGIA
1168523|ENGENHARIA ELÉTRICA
1172253|GASTRONOMIA
1181260|ARQUITETURA E URBANISMO
1182147|NUTRIÇÃO
1182347|ENGENHARIA CIVIL
1185669|CIÊNCIAS BIOLÓGICAS
1187279|BIBLIOTECONOMIA
1190154|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1190503|MEDICINA VETERINÁRIA
1257566|CIÊNCIA DA COMPUTAÇÃO
1264481|ENGENHARIA AUTOMOTIVA
1264482|ENGENHARIA DE COMPUTAÇÃO
1264523|ESTÉTICA E COSMÉTICA
1268886|DESIGN DE INTERIORES
1279808|ODONTOLOGIA
1284117|PSICOLOGIA
1293037|DANÇA
1319158|FÍSICA
1364091|GASTRONOMIA
1404867|FARMÁCIA
1404868|FISIOTERAPIA
1404869|NUTRIÇÃO
1424963|BIOMEDICINA
1424964|MODA
1425230|ADMINISTRAÇÃO
1425231|CIÊNCIAS CONTÁBEIS
1425248|PRODUÇÃO AUDIOVISUAL
1452088|GESTÃO DE PRODUÇÃO INDUSTRIAL
1453942|AGRONOMIA
1465554|SERVIÇO SOCIAL
1465650|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1465651|REDES DE COMPUTADORES
1465652|LETRAS
1465670|GESTÃO DA PRODUÇÃO INDUSTRIAL
1465671|GESTÃO PÚBLICA
1467924|JOGOS DIGITAIS
1468785|PROCESSOS GERENCIAIS
1469599|GESTÃO COMERCIAL
1222|HISTÓRIA
1223|FILOSOFIA
1224|CIÊNCIAS SOCIAIS
1225|ENFERMAGEM
1227|NUTRIÇÃO
1230|DIREITO
1232|CIÊNCIAS ECONÔMICAS
1233|CIÊNCIAS CONTÁBEIS
1237|ARQUITETURA E URBANISMO
1240|GEOLOGIA
1242|SERVIÇO SOCIAL
1253|EDUCAÇÃO FÍSICA
1261|SISTEMAS DE INFORMAÇÃO
22932|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
26073|ENGENHARIA ELÉTRICA
27498|JORNALISMO
29336|LETRAS PORTUGUÊS E INGLÊS
29595|ENGENHARIA MECÂNICA
29738|ENGENHARIA DE ALIMENTOS
31044|LETRAS - PORTUGUÊS E ALEMÃO
31419|ENGENHARIA DE PRODUÇÃO
32842|ENGENHARIA CIVIL
33262|RELAÇÕES PÚBLICAS
38429|CIÊNCIAS BIOLÓGICAS
38431|MATEMÁTICA
38433|FÍSICA
38439|LETRAS - PORTUGUÊS E ESPANHOL
40103|CIÊNCIAS BIOLÓGICAS
40700|FILOSOFIA
40717|LETRAS - INGLÊS
40720|LETRAS - PORTUGUÊS
57702|CIÊNCIA DA COMPUTAÇÃO
57728|FISIOTERAPIA
64819|COMUNICAÇÃO SOCIAL - HABILITAÇÃO REALIZAÇÃO AUDIOVISUAL
64822|ENGENHARIA DA COMPUTAÇÃO
72462|COMUNICAÇÃO SOCIAL - COMUNICAÇÃO DIGITAL
80670|SEGURANÇA DA INFORMAÇÃO
80675|JOGOS DIGITAIS
80681|PEDAGOGIA
90237|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
91921|GESTÃO AMBIENTAL
96103|ADMINISTRAÇÃO
96105|GESTÃO DE RECURSOS HUMANOS
96107|LOGÍSTICA
98393|EDUCAÇÃO FÍSICA
102859|GASTRONOMIA
102861|GESTÃO FINANCEIRA
106617|PSICOLOGIA
112239|PEDAGOGIA
116200|FARMÁCIA
116202|PROCESSOS GERENCIAIS
1114767|ENGENHARIA AMBIENTAL
1114784|ENGENHARIA DE ENERGIA
1114857|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1114863|GESTÃO COMERCIAL
1115208|ADMINISTRAÇÃO
1115224|CIÊNCIAS CONTÁBEIS
1116231|DESIGN
1116731|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1116735|GESTÃO DE RECURSOS HUMANOS
1116755|COMÉRCIO EXTERIOR
1119932|RELAÇÕES INTERNACIONAIS
1121183|ENFERMAGEM
1121184|NUTRIÇÃO
1121217|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1121293|JORNALISMO
1121421|JOGOS DIGITAIS
1121422|SEGURANÇA DA INFORMAÇÃO
1121529|DESIGN DE PRODUTO
1121615|MODA
1134486|GESTÃO FINANCEIRA
1149061|ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA
1149146|BIOMEDICINA
1149177|LOGÍSTICA
1158908|DIREITO
1158926|PSICOLOGIA
1170874|ENGENHARIA DE PRODUÇÃO
1178918|ENGENHARIA DE MATERIAIS
1178926|ENGENHARIA ELETRÔNICA
1178929|PRODUÇÃO FONOGRÁFICA
1178939|FOTOGRAFIA
1179043|RELAÇÕES PÚBLICAS
1179052|ENGENHARIA QUÍMICA
1182608|GESTÃO COMERCIAL
1189846|PEDAGOGIA
1189853|GESTÃO DA PRODUÇÃO INDUSTRIAL
1265420|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1266999|PROCESSOS GERENCIAIS
1285028|GASTRONOMIA
1332180|ENGENHARIA CIVIL
1332181|ARQUITETURA E URBANISMO
1332183|CIÊNCIA DA COMPUTAÇÃO
1332184|PUBLICIDADE E PROPAGANDA
1332185|FISIOTERAPIA
1349098|ENGENHARIA BIOMÉDICA
1349449|FOTOGRAFIA
1349450|PRODUÇÃO FONOGRÁFICA
1349451|CIÊNCIAS CONTÁBEIS
1363828|MARKETING
1363830|SISTEMAS PARA INTERNET
1387319|CIÊNCIAS ECONÔMICAS
1397773|MEDICINA
1408512|MODA
1438642|DESIGN
1438644|ENGENHARIA AGRONÔMICA
1438645|FÍSICA MÉDICA
1438646|RELAÇÕES INTERNACIONAIS
1458231|INTERDISCIPLINAR EM HUMANIDADES, ARTES E TECNOLOGIA
1478081|BIOMEDICINA
1478082|EDUCAÇÃO FÍSICA
1479188|FISIOTERAPIA
1481762|CIÊNCIA DA COMPUTAÇÃO
5000201|SISTEMAS DE INFORMAÇÃO
5000722|ADMINISTRAÇÃO
1312|ADMINISTRAÇÃO
1313|CIÊNCIAS CONTÁBEIS
1314|CIÊNCIAS ECONÔMICAS
1315|DIREITO
1318|ENGENHARIA ELÉTRICA
1319|ENGENHARIA MECÂNICA
1321|FILOSOFIA
1322|FISIOTERAPIA
1325|LETRAS - LÍNGUA PORTUGUESA
1326|PEDAGOGIA
1327|PSICOLOGIA
51746|ENGENHARIA DE PRODUÇÃO
55800|MARKETING
81140|ENGENHARIA CIVIL
83809|HISTÓRIA
100913|ENGENHARIA MECATRÔNICA
103222|ENGENHARIA DE PETRÓLEO
103226|ENGENHARIA DE COMPUTAÇÃO
103228|SISTEMAS DE INFORMAÇÃO
150246|BIOMEDICINA
301321|FILOSOFIA
1071817|PEDAGOGIA
1189071|RELAÇÕES INTERNACIONAIS
1192472|EDUCAÇÃO FÍSICA
1276952|ARQUITETURA E URBANISMO
1321338|CONTROLE DE OBRAS
1321339|GESTÃO DA QUALIDADE
1321340|MANUTENÇÃO INDUSTRIAL
1321462|LOGÍSTICA
1349160|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
1349557|HISTÓRIA
1349733|TEOLOGIA
1350288|MÚSICA
1405022|ADMINISTRAÇÃO
1458746|REDES DE COMPUTADORES
1428|MATEMÁTICA
1429|QUÍMICA
1430|CIÊNCIAS BIOLÓGICAS
1431|CIÊNCIAS ECONÔMICAS
1433|AGRONOMIA
1435|PEDAGOGIA
1436|DIREITO
1438|EDUCAÇÃO FÍSICA
1439|MEDICINA
1440|MEDICINA VETERINÁRIA
1441|ODONTOLOGIA
1443|CIÊNCIAS CONTÁBEIS
1444|MÚSICA
1445|GEOGRAFIA
1446|HISTÓRIA
1448|ENGENHARIA CIVIL
1449|ENGENHARIA ELÉTRICA
1450|ENGENHARIA MECÂNICA
1451|ENGENHARIA QUÍMICA
1452|CIÊNCIA DA COMPUTAÇÃO
1453|FILOSOFIA
1454|FÍSICA
18374|ARQUITETURA E URBANISMO
18380|CIÊNCIAS SOCIAIS
20604|ENFERMAGEM
22947|LETRAS - INGLÊS
22948|LETRAS - FRANCÊS
32844|LETRAS - PORTUGUÊS
49762|ARTES VISUAIS
68123|PSICOLOGIA
71863|ENGENHARIA MECATRÔNICA
79997|FÍSICA DE MATERIAIS
94163|ENGENHARIA BIOMÉDICA
98992|BIOMEDICINA
100961|TEATRO
102935|DESIGN
102944|MATEMÁTICA
103014|CIÊNCIAS CONTÁBEIS
103016|ADMINISTRAÇÃO
103018|PEDAGOGIA
103020|FÍSICA
103022|GEOGRAFIA
103027|QUÍMICA
103029|CIÊNCIAS BIOLÓGICAS
106644|QUÍMICA INDUSTRIAL
111378|ARTES VISUAIS
111382|MATEMÁTICA
111386|QUÍMICA
115726|NUTRIÇÃO
115728|SISTEMAS DE INFORMAÇÃO
115794|RELAÇÕES INTERNACIONAIS
115800|FISIOTERAPIA
115802|JORNALISMO
115804|LETRAS - ESPANHOL
115870|ADMINISTRAÇÃO
115872|CIÊNCIAS BIOLÓGICAS
120439|HISTÓRIA
120893|PEDAGOGIA
122664|BIOTECNOLOGIA
301428|MATEMÁTICA
301438|EDUCAÇÃO FÍSICA
301444|MÚSICA
301453|FILOSOFIA
318380|CIÊNCIAS SOCIAIS
400961|TEATRO
403022|GEOGRAFIA
411354|CIÊNCIAS BIOLÓGICAS
420439|HISTÓRIA
1107143|ZOOTECNIA
1107144|ESTATÍSTICA
1107367|ENGENHARIA AMBIENTAL E SANITÁRIA
1109057|GESTÃO DA INFORMAÇÃO
1109223|SERVIÇO SOCIAL
1109224|ENGENHARIA DE PRODUÇÃO
1114028|FÍSICA MÉDICA
1114400|ENGENHARIA AERONÁUTICA
1114401|GESTÃO EM SAÚDE AMBIENTAL
1114402|TRADUÇÃO
1137715|AGRONOMIA
1137716|ENGENHARIA DE ALIMENTOS
1137717|SISTEMAS DE INFORMAÇÃO
1137718|ENGENHARIA DE AGRIMENSURA E CARTOGRÁFICA
1137878|ADMINISTRAÇÃO PÚBLICA
1139589|ENGENHARIA ELETRÔNICA E DE TELECOMUNICAÇÕES
1139590|BIOTECNOLOGIA
1149294|DANÇA
1187249|ENGENHARIA DE COMPUTAÇÃO
1187250|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1188370|ENGENHARIA ELETRÔNICA E DE TELECOMUNICAÇÕES
1264973|LETRAS - LÍNGUA PORTUGUESA COM DOMÍNIO DE LIBRAS
1276594|GEOLOGIA
1276595|ENGENHARIA FLORESTAL
1404232|LETRAS - INGLÊS
1407205|MATEMÁTICA
5000371|HISTÓRIA
5000372|GEOGRAFIA
5000530|ENFERMAGEM
5000699|ABI - ARTES VISUAIS
5000701|ABI - CIÊNCIAS SOCIAIS
5000703|ABI - ENFERMAGEM
5000704|ABI - FILOSOFIA
5000705|ABI - GEOGRAFIA
5000707|ABI - GEOGRAFIA
5000708|ABI - HISTÓRIA
5000709|ABI - HISTÓRIA
5000710|ABI - MATEMÁTICA
5000711|ABI - TEATRO
5000712|ABI - MÚSICA
1511|ENGENHARIA CIVIL
1512|ENGENHARIA ELÉTRICA
1513|FILOSOFIA
1515|PEDAGOGIA
1516|PSICOLOGIA
1517|ADMINISTRAÇÃO
1518|MEDICINA
1523|CIÊNCIAS CONTÁBEIS
1526|SERVIÇO SOCIAL
1530|TEOLOGIA
1531|DIREITO
1534|ARQUITETURA E URBANISMO
45497|LETRAS - LÍNGUA PORTUGUESA
49991|JORNALISMO
49996|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
64838|FISIOTERAPIA
89467|ENFERMAGEM
90207|FARMÁCIA
103186|DESIGN DE MODA
301513|FILOSOFIA
1265977|ENGENHARIA DE COMPUTAÇÃO
1279299|ODONTOLOGIA
1304778|SEGURANÇA PÚBLICA
1415579|GESTÃO DE RECURSOS HUMANOS
1415581|CIÊNCIAS CONTÁBEIS
1415582|ADMINISTRAÇÃO
1457522|SERVIÇO SOCIAL
1457525|JORNALISMO
1457528|LETRAS
1457529|PEDAGOGIA
1457530|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1457531|GESTÃO COMERCIAL
1457532|GESTÃO FINANCEIRA
1457534|GESTÃO PÚBLICA
1457537|MARKETING
1457540|PROCESSOS GERENCIAIS
1457542|REDES DE COMPUTADORES
1457899|PUBLICIDADE E PROPAGANDA
5001348|GESTÃO DE RECURSOS HUMANOS
5001349|GESTÃO FINANCEIRA
