CO_CURSO|NO_CURSO
1330633|CIÊNCIA DA RELIGIÃO
1331008|COMPUTAÇÃO
1343813|LETRAS - LÍNGUA PORTUGUESA
1343814|LETRAS - LÍNGUA PORTUGUESA
1343815|LETRAS - LÍNGUA PORTUGUESA
1343816|LETRAS - LÍNGUA PORTUGUESA
1343817|LETRAS - LÍNGUA PORTUGUESA
1343820|LETRAS - LÍNGUA PORTUGUESA
1343821|LETRAS - LÍNGUA PORTUGUESA
1343822|LETRAS - LÍNGUA PORTUGUESA
1343823|LETRAS - LÍNGUA PORTUGUESA
1343826|LETRAS - LÍNGUA PORTUGUESA
1343827|LETRAS - LÍNGUA PORTUGUESA
1343828|LETRAS - LÍNGUA PORTUGUESA
1343829|LETRAS - LÍNGUA PORTUGUESA
1343856|LETRAS - LÍNGUA PORTUGUESA
1343857|LETRAS - LÍNGUA PORTUGUESA
1343858|LETRAS - LÍNGUA PORTUGUESA
1343859|LETRAS - LÍNGUA PORTUGUESA
1343860|LETRAS - LÍNGUA PORTUGUESA
1343861|LETRAS - LÍNGUA PORTUGUESA
1343864|LETRAS - LÍNGUA PORTUGUESA
1343865|LETRAS - LÍNGUA PORTUGUESA
1343866|LETRAS - LÍNGUA PORTUGUESA
1343867|LETRAS - LÍNGUA PORTUGUESA
1343868|LETRAS - LÍNGUA PORTUGUESA
1343879|LETRAS - LÍNGUA PORTUGUESA
1343880|LETRAS - LÍNGUA PORTUGUESA
1343882|LETRAS - LÍNGUA PORTUGUESA
1343883|LETRAS - LÍNGUA PORTUGUESA
1343884|LETRAS - LÍNGUA PORTUGUESA
1343886|ALIMENTOS
1344173|GESTÃO AMBIENTAL
1344174|PRODUÇÃO PESQUEIRA
1344175|PETRÓLEO E GÁS
1344178|HISTÓRIA
1344184|PEDAGOGIA
1344199|MATEMÁTICA
1344493|CIÊNCIAS BIOLÓGICAS
1349092|LETRAS - LÍNGUA PORTUGUESA
1364517|GESTÃO COMERCIAL
1364606|GESTÃO COMERCIAL
1364607|GESTÃO COMERCIAL
1364608|GESTÃO COMERCIAL
1364610|GESTÃO COMERCIAL
1364611|GESTÃO COMERCIAL
1364612|GESTÃO COMERCIAL
1364614|GESTÃO COMERCIAL
1364741|GESTÃO COMERCIAL
1364742|GESTÃO COMERCIAL
1364745|GESTÃO COMERCIAL
1364750|GESTÃO COMERCIAL
1364751|GESTÃO COMERCIAL
1364752|GESTÃO COMERCIAL
1364753|GESTÃO COMERCIAL
1364754|GESTÃO COMERCIAL
1364755|GESTÃO COMERCIAL
1364756|GESTÃO COMERCIAL
1364757|GESTÃO COMERCIAL
1364758|GESTÃO COMERCIAL
1364759|GESTÃO COMERCIAL
1364760|GESTÃO COMERCIAL
1364761|GESTÃO COMERCIAL
1364762|GESTÃO COMERCIAL
1364763|GESTÃO COMERCIAL
1364764|GESTÃO COMERCIAL
1364765|GESTÃO COMERCIAL
1364766|GESTÃO COMERCIAL
1364767|GESTÃO COMERCIAL
1364768|GESTÃO COMERCIAL
1364769|GESTÃO COMERCIAL
1364770|GESTÃO COMERCIAL
1486209|ENGENHARIA CIVIL
5001292|MÚSICA - EDUCAÇÃO MUSICAL
5001293|CIÊNCIAS MILITARES E SEGURANÇA PÚBLICA
57430|ADMINISTRAÇÃO
101263|PEDAGOGIA
57632|DIREITO
1321658|ENFERMAGEM
1321660|ENGENHARIA CIVIL
1321665|FISIOTERAPIA
1321666|NUTRIÇÃO
1321667|MEDICINA VETERINÁRIA
1321671|ENGENHARIA DE PRODUÇÃO
1321673|GESTÃO DE RECURSOS HUMANOS
1321674|SERVIÇO SOCIAL
1321677|BIOMEDICINA
1321852|PSICOLOGIA
1330251|EDUCAÇÃO FÍSICA
1330306|ENGENHARIA QUÍMICA
1364098|RADIOLOGIA
1404361|ENGENHARIA AGRONÔMICA
1404363|FARMÁCIA
1441245|ODONTOLOGIA
57718|SANEAMENTO AMBIENTAL
96913|MATEMÁTICA
1071173|AUTOMAÇÃO INDUSTRIAL
1099685|GESTÃO DE TURISMO
1102012|QUÍMICA
1102316|AGROECOLOGIA
1174103|ENGENHARIA CIVIL
1181129|ALIMENTOS
1181130|LATICÍNIOS
1181132|FÍSICA
1181327|SISTEMAS DE INFORMAÇÃO
1284716|ENGENHARIA CIVIL
1284835|LOGÍSTICA
1406247|ENGENHARIA ELÉTRICA
1457177|CIÊNCIA DA COMPUTAÇÃO
1457231|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1466110|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1486513|ARQUITETURA E URBANISMO
57722|GESTÃO DE TURISMO
85402|EDUCAÇÃO FÍSICA
91907|GESTÃO HOSPITALAR
91909|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
111510|LETRAS - ESPANHOL E LITERATURA HISPÂNICA
113557|SANEAMENTO AMBIENTAL
1151328|CIÊNCIAS BIOLÓGICAS
1152312|MATEMÁTICA
1175171|LETRAS - ESPANHOL E LITERATURA HISPÂNICA
1363992|AQÜICULTURA
1427756|CIÊNCIAS BIOLÓGICAS
1477654|MATEMÁTICA
1486977|GESTÃO PÚBLICA
1486984|AGRONOMIA
57810|DIREITO
59790|ADMINISTRAÇÃO
80371|PRODUÇÃO DE CACHAÇA
96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
99503|MATEMÁTICA
107474|ADMINISTRAÇÃO
107476|AGRONOMIA
112692|FÍSICA
1102641|MATEMÁTICA
1102642|FÍSICA
1102643|CIÊNCIAS BIOLÓGICAS
1102644|QUÍMICA
1102648|MEDICINA VETERINÁRIA
1102649|ENGENHARIA FLORESTAL
1102801|CIÊNCIAS BIOLÓGICAS
1102802|ENGENHARIA AGRÍCOLA E AMBIENTAL
1127057|ENGENHARIA DE ALIMENTOS
1157936|ADMINISTRAÇÃO
1158260|GESTÃO AMBIENTAL
1160489|PRODUÇÃO DE GRÃOS
1162285|GESTÃO AMBIENTAL
1178244|ENGENHARIA QUÍMICA
1190440|CIÊNCIA DA COMPUTAÇÃO
1190445|ADMINISTRAÇÃO
1214190|ADMINISTRAÇÃO
1261310|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1292727|SISTEMAS DE INFORMAÇÃO
1292728|AGRONOMIA
1309100|ENGENHARIA AGRONÔMICA
1342407|PROCESSOS GERENCIAIS
1342408|SISTEMAS DE INFORMAÇÃO
1342409|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1360106|ENGENHARIA CIVIL
1376268|ENGENHARIA CIVIL
1382664|SISTEMAS DE INFORMAÇÃO
1404853|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1420720|ENGENHARIA AGRÍCOLA E AMBIENTAL
1421026|SISTEMAS DE INFORMAÇÃO
1427704|ENGENHARIA ELÉTRICA
1451148|SISTEMAS DE INFORMAÇÃO
1457465|PEDAGOGIA
1457473|GESTÃO EMPREENDEDORA
1479133|CIÊNCIAS BIOLÓGICAS
1479182|LETRAS - LIBRAS
1479184|PEDAGOGIA
1486844|ADMINISTRAÇÃO PÚBLICA
1487056|COMPUTAÇÃO
57870|GESTÃO DA QUALIDADE
97071|CONSERVAÇÃO E RESTAURO
103592|ZOOTECNIA
105662|AGRONOMIA
113279|GEOGRAFIA
116820|MATEMÁTICA
116850|FÍSICA
121888|GESTÃO FINANCEIRA
121890|ENGENHARIA ELÉTRICA
121892|ADMINISTRAÇÃO
1110412|ENGENHARIA DE PRODUÇÃO
1117788|FÍSICA
1137741|ENGENHARIA DE PRODUÇÃO
1142320|MATEMÁTICA
1144914|AGRONOMIA
1156646|PROCESSOS GERENCIAIS
1161643|GASTRONOMIA
1163760|PROCESSOS GERENCIAIS
1167795|ADMINISTRAÇÃO
1167817|CIÊNCIA DA COMPUTAÇÃO
1168390|COMPUTAÇÃO
1191018|SISTEMAS DE INFORMAÇÃO
1191027|ADMINISTRAÇÃO
1191042|ENGENHARIA DE COMPUTAÇÃO
1191047|ENGENHARIA METALÚRGICA
1268254|ENGENHARIA DE ALIMENTOS
1294715|ENGENHARIA MECÂNICA
1298971|ENGENHARIA CIVIL
1298972|ARQUITETURA E URBANISMO
1298973|DESIGN DE INTERIORES
1313192|ENGENHARIA CIVIL
1313307|ENGENHARIA FLORESTAL
1313475|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1313476|ENGENHARIA MECÂNICA
1313968|LOGÍSTICA
1327614|ENGENHARIA ELÉTRICA
1357714|ADMINISTRAÇÃO
1357715|ENGENHARIA MECÂNICA
1404253|SISTEMAS DE INFORMAÇÃO
1404254|PEDAGOGIA
1404409|ENGENHARIA ELÉTRICA
1419558|MEDICINA VETERINÁRIA
1419672|ENGENHARIA AMBIENTAL E SANITÁRIA
1419673|ADMINISTRAÇÃO
1454372|ENGENHARIA CIVIL
1454373|CIÊNCIAS BIOLÓGICAS
1454387|LETRAS - PORTUGUÊS E INGLÊS
1454543|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1457903|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
5000411|GESTÃO AMBIENTAL
5000574|FÍSICA
5000575|CIÊNCIAS BIOLÓGICAS
5000576|ENGENHARIA DE PRODUÇÃO
5000578|SISTEMAS DE INFORMAÇÃO
58154|PEDAGOGIA
1322862|ODONTOLOGIA
20513|DIREITO
47864|ADMINISTRAÇÃO
47918|ODONTOLOGIA
51854|FISIOTERAPIA
51906|AGRONOMIA
73962|NUTRIÇÃO
73964|FARMÁCIA
88834|MEDICINA VETERINÁRIA
106147|ENGENHARIA ELÉTRICA
109442|PRODUÇÃO PUBLICITÁRIA
321759|ENFERMAGEM
1100599|ARQUITETURA E URBANISMO
1131371|ENGENHARIA CIVIL
1166590|RADIOLOGIA
1322653|PSICOLOGIA
67611|ADMINISTRAÇÃO
67767|CIÊNCIAS CONTÁBEIS
89815|DIREITO
118678|PEDAGOGIA
119345|ENFERMAGEM
1029204|MEDICINA
1029207|BIOMEDICINA
1030707|NUTRIÇÃO
1110869|FARMÁCIA
1303777|PSICOLOGIA
1350783|ODONTOLOGIA
105824|PEDAGOGIA
91358|FARMÁCIA
91360|ENFERMAGEM
95405|PSICOLOGIA
1280058|PEDAGOGIA
1280059|EDUCAÇÃO FÍSICA
1280061|ADMINISTRAÇÃO
1321981|ENGENHARIA AGRONÔMICA
1321982|FISIOTERAPIA
1321984|ENGENHARIA CIVIL
1332350|CIÊNCIAS CONTÁBEIS
1387135|DIREITO
1406034|MEDICINA VETERINÁRIA
48942|DIREITO
73908|FARMÁCIA
73976|ENFERMAGEM
73978|FISIOTERAPIA
73980|NUTRIÇÃO
74089|MEDICINA VETERINÁRIA
91023|CIÊNCIAS CONTÁBEIS
99606|PSICOLOGIA
101432|REDES DE COMPUTADORES
101436|PROCESSOS GERENCIAIS
101438|GESTÃO AMBIENTAL
1073126|ENGENHARIA QUÍMICA
1073127|ENGENHARIA AMBIENTAL
1104068|ENGENHARIA CIVIL
1151716|ADMINISTRAÇÃO
1332292|ENGENHARIA DE COMPUTAÇÃO
1349967|ARQUITETURA E URBANISMO
1350077|ODONTOLOGIA
58412|MEDICINA
123083|ENFERMAGEM
104728|DIREITO
74158|ADMINISTRAÇÃO
74160|SISTEMAS DE INFORMAÇÃO
1300452|PEDAGOGIA
80664|ADMINISTRAÇÃO
95855|DIREITO
104648|ENFERMAGEM
1283799|AGRONOMIA
1305028|PSICOLOGIA
1305115|ENGENHARIA CIVIL
1349423|CIÊNCIAS CONTÁBEIS
1349428|BIOMEDICINA
1366424|NUTRIÇÃO
1405631|FARMÁCIA
74096|ADMINISTRAÇÃO
105982|ENFERMAGEM
1112244|BIOMEDICINA
1131730|LOGÍSTICA
1186922|ENGENHARIA CIVIL
1258677|FISIOTERAPIA
1261699|SERVIÇO SOCIAL
1261702|GESTÃO DE RECURSOS HUMANOS
1330713|ARQUITETURA E URBANISMO
1330714|ENGENHARIA ELÉTRICA
1351502|PRODUÇÃO DE CACAU E CHOCOLATE
1364488|GASTRONOMIA
1364489|FARMÁCIA
5000952|DIREITO
73972|FILOSOFIA
73974|TEOLOGIA
110371|PSICOLOGIA
58737|LATICÍNIOS
80904|SISTEMAS PARA INTERNET
98918|CIÊNCIA DA COMPUTAÇÃO
102558|CIÊNCIA E TECNOLOGIA DE ALIMENTOS
113585|ADMINISTRAÇÃO
113589|MATEMÁTICA
121532|AGROECOLOGIA
123275|ZOOTECNIA
123613|ENGENHARIA MECATRÔNICA
1103339|GESTÃO DE TURISMO
1103487|QUÍMICA
1103648|DESIGN DE MODA
1103649|FÍSICA
1103697|ADMINISTRAÇÃO
1103699|GESTÃO AMBIENTAL
1116880|AGRONOMIA
1116908|ADMINISTRAÇÃO
1126886|EDUCAÇÃO FÍSICA
1126887|CIÊNCIAS BIOLÓGICAS
1126898|SISTEMAS DE INFORMAÇÃO
1161236|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1161237|LOGÍSTICA
1161238|NUTRIÇÃO
1161239|ALIMENTOS
1188383|LETRAS - PORTUGUÊS E ESPANHOL
1313157|ENGENHARIA METALÚRGICA
1313158|EDUCAÇÃO FÍSICA
1333077|GESTÃO DE RECURSOS HUMANOS
1333078|CIÊNCIA E TECNOLOGIA DE LATICÍNIOS
1388536|DIREITO
1414995|MATEMÁTICA
1415487|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1415489|GESTÃO AMBIENTAL
1438829|ENGENHARIA FERROVIÁRIA E METROVIÁRIA
86598|ADMINISTRAÇÃO
86600|ENFERMAGEM
86602|PEDAGOGIA
100122|CIÊNCIAS CONTÁBEIS
100152|BIOMEDICINA
101131|FISIOTERAPIA
1332852|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1332925|ENGENHARIA DE PRODUÇÃO
1385161|DIREITO
1388162|LOGÍSTICA
1388163|FARMÁCIA
1388164|GESTÃO DE RECURSOS HUMANOS
59325|PROCESSOS GERENCIAIS
59329|REDES DE COMPUTADORES
68215|SISTEMAS PARA INTERNET
72561|GESTÃO FINANCEIRA
72563|GESTÃO DE RECURSOS HUMANOS
75913|MARKETING
75915|LOGÍSTICA
109486|MECATRÔNICA INDUSTRIAL
1204218|ELETRÔNICA INDUSTRIAL
1204219|MANUTENÇÃO INDUSTRIAL
1204242|CIÊNCIAS CONTÁBEIS
1204578|CONSTRUÇÃO DE EDIFÍCIOS
1259460|CONTROLE DE OBRAS
1283796|ENGENHARIA DE PRODUÇÃO
1322671|JOGOS DIGITAIS
1353153|GESTÃO COMERCIAL
1398868|FISIOTERAPIA
1398869|GESTÃO PÚBLICA
1398870|EDUCAÇÃO FÍSICA
1398871|EDUCAÇÃO FÍSICA
1398874|DESIGN DE INTERIORES
1398931|GESTÃO HOSPITALAR
1403670|ADMINISTRAÇÃO
1404820|DIREITO
59331|PROCESSOS GERENCIAIS
60018|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
72109|GESTÃO COMERCIAL
5001211|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
5001256|ESTÉTICA E COSMÉTICA
5001379|PROCESSOS GERENCIAIS
59365|REDES DE COMPUTADORES
99282|PEDAGOGIA
1386534|AGRONEGÓCIO
16863|PEDAGOGIA
16867|ADMINISTRAÇÃO
16868|CIÊNCIAS CONTÁBEIS
67639|EMPREENDEDORISMO
74420|GESTÃO DE SUPRIMENTOS E LOGÍSTICA
74421|GESTÃO DE FINANÇAS EMPRESARIAS
74422|GESTÃO ESTRATÉGICA DE PESSOAS
80820|LETRAS - PORTUGUÊS E INGLÊS E RESPECTIVAS LITERATURAS
105953|CIÊNCIA DA COMPUTAÇÃO
1284622|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1386222|PEDAGOGIA
1386458|GESTÃO PÚBLICA
1386526|GESTÃO PÚBLICA
1386527|DIREITO
1386599|EDUCAÇÃO FÍSICA
1388012|GESTÃO HOSPITALAR
4186|PEDAGOGIA
46068|SISTEMA DE INFORMAÇÃO
51947|JORNALISMO
51948|ENFERMAGEM
80366|DIREITO
91215|LETRAS - INGLÊS
94325|BIOMEDICINA
94327|FISIOTERAPIA
109337|ODONTOLOGIA
119004|EDUCAÇÃO FÍSICA
1070620|PSICOLOGIA
1141914|NUTRIÇÃO
1161083|RADIOLOGIA
1179427|SERVIÇO SOCIAL
1184297|ARQUITETURA E URBANISMO
1191415|MEDICINA
1303848|ENGENHARIA CIVIL
1404375|FARMÁCIA
1404376|EDUCAÇÃO FÍSICA
1440029|MEDICINA VETERINÁRIA
59850|RADIOLOGIA
5000233|LETRAS
68765|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1204313|ENGENHARIA DE ALIMENTOS
1204314|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1204315|ENGENHARIA DE COMPUTAÇÃO
1204316|ADMINISTRAÇÃO
1105725|ADMINISTRAÇÃO
1146366|PEDAGOGIA
1146387|GESTÃO HOSPITALAR
1163677|GEOGRAFIA
1164836|HISTÓRIA
98071|FISIOTERAPIA
103428|CIÊNCIAS CONTÁBEIS
1133256|ENGENHARIA DE PRODUÇÃO
1133257|SISTEMAS DE INFORMAÇÃO
1175062|PSICOLOGIA
1259420|ENGENHARIA CIVIL
1385988|DIREITO
83881|ADMINISTRAÇÃO
87206|PEDAGOGIA
119094|GESTÃO DE RECURSOS HUMANOS
119096|MARKETING
119958|LOGÍSTICA
1184976|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1204513|COMÉRCIO EXTERIOR
1204530|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
59333|REDES DE COMPUTADORES
112436|LOGÍSTICA
1078530|DESIGN GRÁFICO
1112736|HOTELARIA
5001383|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
60168|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
75917|REDES DE COMPUTADORES
75921|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
101151|GESTÃO DE RECURSOS HUMANOS
101155|MARKETING
101157|COMÉRCIO EXTERIOR
101192|GESTÃO FINANCEIRA
102103|GESTÃO DA QUALIDADE
104048|GESTÃO COMERCIAL
107984|LOGÍSTICA
119335|ENGENHARIA DE COMPUTAÇÃO
119339|ENGENHARIA DE PRODUÇÃO
122384|DESIGN DE PRODUTO
1043151|CIÊNCIAS CONTÁBEIS
1048077|DESIGN DE MODA
1074227|PRODUÇÃO MULTIMÍDIA
1074619|PROCESSOS GERENCIAIS
1077731|GESTÃO AMBIENTAL
1104027|PROCESSOS GERENCIAIS
1108433|ENGENHARIA MECÂNICA
1108450|ENGENHARIA CIVIL
1122184|ADMINISTRAÇÃO
1154623|ENGENHARIA ELÉTRICA
1186013|PILOTAGEM PROFISSIONAL DE AERONAVES
1190077|DESIGN GRÁFICO
1202982|ARQUITETURA E URBANISMO
1260585|ENGENHARIA DA MOBILIDADE
1261265|GESTÃO DE RECURSOS HUMANOS
1261607|ADMINISTRAÇÃO
1261608|ENGENHARIA DE PRODUÇÃO
1261609|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1261610|MARKETING
1364615|ESTÉTICA E COSMÉTICA
1376277|ENGENHARIA MECATRÔNICA
1376278|GASTRONOMIA
1376279|DESIGN
1376280|ENGENHARIA DE COMPUTAÇÃO
1376281|LOGÍSTICA
1376282|GESTÃO COMERCIAL
1379074|ENGENHARIA QUÍMICA
1379091|CIÊNCIAS AERONÁUTICAS
1386660|PSICOLOGIA
1388481|DIREITO
1420187|COMÉRCIO EXTERIOR
1427406|PEDAGOGIA
1427703|ENGENHARIA DE SOFTWARE
1430764|CIÊNCIAS CONTÁBEIS
1457491|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1457492|GESTÃO FINANCEIRA
1487669|GESTÃO DA QUALIDADE
1487670|SEGURANÇA DA INFORMAÇÃO
66917|PEDAGOGIA
66920|PEDAGOGIA
66926|PEDAGOGIA
66929|PEDAGOGIA
66962|ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA
66966|ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA
66968|ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA
66972|ADMINISTRAÇÃO EM SISTEMAS E SERVIÇOS DE SAÚDE
66974|AUTOMAÇÃO INDUSTRIAL
73885|ENGENHARIA EM ENERGIA
86685|ARTES VISUAIS
86708|DANÇA
86712|MÚSICA
86744|TEATRO
94923|ADMINISTRAÇÃO
105257|CIÊNCIAS BIOLÓGICAS
150122|PEDAGOGIA
1149942|HORTICULTURA
1188184|PEDAGOGIA
1190050|AGRONOMIA
1190051|CIÊNCIA E TECNOLOGIA DE ALIMENTOS
1190053|CIÊNCIA E TECNOLOGIA DE ALIMENTOS
1190675|GESTÃO AMBIENTAL
1190676|GESTÃO AMBIENTAL
1190679|GESTÃO AMBIENTAL
1190680|GESTÃO AMBIENTAL
1191269|GESTÃO AMBIENTAL
1262022|ENGENHARIA DE COMPUTAÇÃO
1265835|CIÊNCIA E TECNOLOGIA DE ALIMENTOS
1265888|AUTOMAÇÃO INDUSTRIAL
1266965|AGRONOMIA
1266966|ENGENHARIA DE ENERGIA
1266967|ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA
1292734|GESTÃO AMBIENTAL
1314430|ADMINISTRAÇÃO
1314431|ADMINISTRAÇÃO
1314432|CIÊNCIAS AGRÁRIAS
1314433|ADMINISTRAÇÃO
1314434|ADMINISTRAÇÃO
1314435|CIÊNCIA E TECNOLOGIA DE ALIMENTOS
1314436|AGRONOMIA
1314437|GESTÃO AMBIENTAL
1330232|LETRAS - LÍNGUA PORTUGUESA
1330233|AGRONOMIA
1333090|ADMINISTRAÇÃO PÚBLICA
1333092|ADMINISTRAÇÃO PÚBLICA
1356867|AGRONOMIA
1366556|ADMINISTRAÇÃO
1376275|PEDAGOGIA
1445905|AGRONOMIA
1450617|AGROECOLOGIA
1450625|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
5000093|ADMINISTRAÇÃO
5000094|ADMINISTRAÇÃO
5000904|DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL
109260|BIOMEDICINA
110270|FARMÁCIA
114356|ENFERMAGEM
1077769|DIREITO
1129204|DESIGN GRÁFICO
74106|ADMINISTRAÇÃO
74112|CIÊNCIAS CONTÁBEIS
94206|TURISMO
104696|PEDAGOGIA
110278|AGRONOMIA
112526|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
113012|DESIGN DE MODA
114230|EDUCAÇÃO FÍSICA
1099720|MEDICINA VETERINÁRIA
1159061|ENGENHARIA DE PRODUÇÃO
1159062|PSICOLOGIA
1172903|DIREITO
1193961|FISIOTERAPIA
1199543|ODONTOLOGIA
1280354|FARMÁCIA
1365641|ARQUITETURA E URBANISMO
1365713|EDUCAÇÃO FÍSICA
1366247|ESTÉTICA E COSMÉTICA
1151408|LETRAS - LÍNGUA PORTUGUESA
1151412|MATEMÁTICA
1151434|PEDAGOGIA
61284|PEDAGOGIA
69285|ENFERMAGEM
69287|ADMINISTRAÇÃO DE EMPRESAS
74058|AGRONOMIA
1156175|BIOMEDICINA
1156176|DIREITO
1204890|FISIOTERAPIA
1204891|EDUCAÇÃO FÍSICA
1204892|CIÊNCIAS BIOLÓGICAS
1330856|ZOOTECNIA
1331222|ENGENHARIA CIVIL
87508|ADMINISTRAÇÃO
87510|CIÊNCIAS CONTÁBEIS
87514|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
1117374|FISIOTERAPIA
1322139|ENFERMAGEM
1322141|ENGENHARIA CIVIL
1322142|PEDAGOGIA
1332360|GESTÃO DE RECURSOS HUMANOS
1332361|GESTÃO PÚBLICA
1365262|ENGENHARIA AGRONÔMICA
1406008|MEDICINA VETERINÁRIA
1406014|ODONTOLOGIA
2645|PEDAGOGIA
2647|EDUCAÇÃO FÍSICA
2656|ENGENHARIA MECÂNICA
29030|JORNALISMO
34373|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
39407|CIÊNCIA DA COMPUTAÇÃO
51743|FISIOTERAPIA
51750|NUTRIÇÃO
63336|ENGENHARIA DE PRODUÇÃO
63338|BIOMEDICINA
63342|ENFERMAGEM
63344|ADMINISTRAÇÃO
88184|LOGÍSTICA
100620|MATEMÁTICA
100674|FÍSICA
100676|LETRAS - PORTUGUÊS
100678|GESTÃO COMERCIAL
100684|SISTEMAS DE INFORMAÇÃO
107462|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
107464|GESTÃO DE RECURSOS HUMANOS
107466|PROCESSOS GERENCIAIS
112208|ADMINISTRAÇÃO
112220|EDUCAÇÃO FÍSICA
114186|PEDAGOGIA
1087337|ENGENHARIA CIVIL
1122316|CIÊNCIAS CONTÁBEIS
1122323|ENGENHARIA AGRONÔMICA
1155775|ENGENHARIA ELÉTRICA
1155839|ARQUITETURA E URBANISMO
1160847|MÚSICA
1161563|ESTÉTICA E COSMÉTICA
1185335|ENGENHARIA DE PRODUÇÃO
1263237|SISTEMAS DE INFORMAÇÃO
1264865|ENGENHARIA CIVIL
1306337|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1330112|LETRAS - PORTUGUÊS E INGLÊS
1357700|MEDICINA VETERINÁRIA
1367045|PSICOLOGIA
1367175|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1367180|GESTÃO DE RECURSOS HUMANOS
1367187|LOGÍSTICA
1367189|MARKETING
1367191|PROCESSOS GERENCIAIS
1403931|GASTRONOMIA
1404043|MÚSICA
1410337|CIÊNCIAS CONTÁBEIS
1410338|EDUCAÇÃO FÍSICA
1410339|EDUCAÇÃO FÍSICA
1410341|ESTÉTICA E COSMÉTICA
1410354|FISIOTERAPIA
1425313|ENGENHARIA ELÉTRICA
1455381|JOGOS DIGITAIS
1455382|COMÉRCIO EXTERIOR
7755|LETRAS
7756|HISTÓRIA
7758|PEDAGOGIA
7769|ADMINISTRAÇÃO
7770|CIÊNCIAS CONTÁBEIS
7773|DIREITO
20848|CIÊNCIAS BIOLÓGICAS
32532|FARMÁCIA
60642|AGRONOMIA
60644|SISTEMA DE INFORMAÇÃO
63008|ENFERMAGEM
70740|EDUCAÇÃO FÍSICA
87340|COMUNICAÇÃO SOCIAL
87350|NUTRIÇÃO
87354|ZOOTECNIA
88270|FISIOTERAPIA
92873|PSICOLOGIA
105281|GESTÃO COMERCIAL
105284|GESTÃO DO AGRONEGÓCIO
105522|EDUCAÇÃO FÍSICA
108014|MEDICINA
119134|ENGENHARIA CIVIL
119144|ENGENHARIA AMBIENTAL E SANITÁRIA
320848|CIÊNCIAS BIOLÓGICAS
1168059|MEDICINA VETERINÁRIA
1262702|GESTÃO COMERCIAL
1264619|ARQUITETURA E URBANISMO
1313473|ENGENHARIA ELÉTRICA
1313474|ENGENHARIA MECÂNICA
1321944|ODONTOLOGIA
1403977|ADMINISTRAÇÃO
1403986|CIÊNCIAS CONTÁBEIS
1403987|GESTÃO DO AGRONEGÓCIO
1403988|LETRAS
1403989|PEDAGOGIA
1403990|MARKETING
1403991|GESTÃO DE RECURSOS HUMANOS
5000341|ENGENHARIA QUÍMICA
5000342|ENGENHARIA DE PRODUÇÃO
5000345|JORNALISMO
5283|ODONTOLOGIA
5284|FISIOTERAPIA
73097|DIREITO
73105|PSICOLOGIA
96741|ENFERMAGEM
112412|ENGENHARIA DE PRODUÇÃO
118636|ENGENHARIA CIVIL
1192523|ARQUITETURA E URBANISMO
1263302|GESTÃO COMERCIAL
1264471|ADMINISTRAÇÃO
1343128|MEDICINA VETERINÁRIA
1385836|PROCESSOS GERENCIAIS
1385838|PEDAGOGIA
1385839|ADMINISTRAÇÃO
1430013|GESTÃO DE RECURSOS HUMANOS
1430017|CIÊNCIAS CONTÁBEIS
1430018|MARKETING
1430210|ENGENHARIA CIVIL
1430211|ENGENHARIA MECÂNICA
